ZNF566	67,146,110

ZNF567	127,251,78

ZNF57	125,145,194

ZNF570	213,214,7

ZNF571	187,64,157

ZNF573	162,38,246

ZNF574	24,14,5

ZNF577	123,20,226

ZNF579	181,49,101

ZNF580	83,211,20

ZNF582	54,193,20

ZNF584	55,193,0

ZNF585A	124,63,147

ZNF585B	132,220,15

ZNF586	81,221,169

ZNF587	124,111,135

ZNF589	196,84,196

ZNF592	196,84,84

ZNF595	107,177,14

ZNF596	191,164,68

ZNF597	253,116,215

ZNF600	93,52,92

ZNF605	1,32,19

ZNF610	223,204,184

ZNF611	77,82,3

ZNF613	162,233,229

ZNF614	159,159,209

ZNF615	95,76,248

ZNF616	137,229,94

ZNF618	252,224,56

ZNF619	141,187,26

ZNF620	44,9,86

ZNF621	187,151,199

ZNF622	7,186,199

ZNF623	139,94,216

ZNF624	54,191,217

ZNF626	135,177,95

ZNF627	153,123,249

ZNF629	245,136,102

ZNF639	224,112,112

ZNF641	61,208,63

ZNF644	112,224,140

ZNF645	145,78,93

ZNF649	190,187,10

ZNF652	189,165,208

ZNF654	93,13,181

ZNF658	140,119,80

ZNF660	32,77,148

ZNF662	223,183,190

ZNF664	76,17,237

ZNF667	123,187,90

ZNF669	252,35,26

ZNF670	130,76,220

ZNF671	81,19,39

ZNF674	95,34,34

ZNF675	158,222,114

ZNF677	63,248,7

ZNF680	239,95,231

ZNF681	232,10,30

ZNF682	254,204,134

ZNF684	211,38,42

ZNF687	196,156,63

ZNF69	205,183,158

ZNF692	3,224,149

ZNF695	63,222,177

ZNF697	145,197,88

ZNF7	17,94,88

ZNF701	225,200,39

ZNF704	152,238,91

ZNF705G	180,113,139

ZNF707	183,193,24

ZNF708	211,107,52

ZNF711	70,207,61

ZNF714	187,110,206

ZNF716	104,227,222

ZNF730	29,237,45

ZNF736	236,168,179

ZNF737	148,76,12

ZNF74	136,68,159

ZNF740	224,112,252

ZNF747	104,86,125

ZNF749	156,192,219

ZNF750	56,56,84

